Seed,ElapsedTime(ms),Path Length,Min,4
913,13,513,,
914,32,513,,
915,19,513,,
916,27,513,,
917,43,513,,
918,28,513,,
919,19,513,,
920,45,513,,
921,26,513,,
922,13,513,,
923,34,513,,
924,39,513,,
925,31,513,,
926,51,513,,
927,26,513,,
928,26,513,,
929,34,513,,
930,18,513,,
931,15,513,,
932,34,513,,
933,27,513,,
934,27,513,,
935,28,513,,
936,28,513,,
937,38,513,,
938,36,513,,
939,45,513,,
940,37,513,,
941,48,513,,
942,44,513,,
943,47,513,,
944,34,513,,
945,53,513,,
946,15,513,,
947,22,513,,
948,31,513,,
949,14,513,,
950,27,513,,
951,8,513,,
952,17,513,,
953,40,513,,
954,28,513,,
955,28,513,,
956,45,513,,
957,18,513,,
958,9,513,,
959,11,513,,
960,49,513,,
961,34,513,,
962,40,513,,
963,24,513,,
964,38,513,,
965,26,513,,
966,11,513,,
967,17,513,,
968,29,513,,
969,24,513,,
970,45,513,,
971,26,513,,
972,41,513,,
973,37,513,,
974,18,513,,
975,22,513,,
976,28,513,,
977,40,513,,
978,4,513,,
979,35,513,,
980,18,513,,
981,40,513,,
982,61,513,,
983,28,513,,
984,37,513,,
985,43,513,,
986,26,513,,
987,31,513,,
988,26,513,,
989,55,513,,
990,8,513,,
991,18,513,,
992,13,513,,
993,31,513,,
994,15,513,,
995,26,513,,
996,60,513,,
997,9,513,,
998,31,513,,
999,63,513,,
